Unnamed: 0,track_name,album,artist,release_year,track_data_concat,first_genre_assigned,energy,danceability,duration_ms,mode,spotify_url,artist_image,album_cover,position,period
49,A Maior Saudade - Ao Vivo,A Maior Saudade (Ao Vivo),Henrique & Juliano,2021,"A Maior Saudade - Ao Vivo
Henrique & Juliano
A Maior Saudade (Ao Vivo)
2021",arrocha,0.305,0.292,190162,1,https://open.spotify.com/track/5Q0ZnQjk4lQpScX7ujswun,https://i.scdn.co/image/ab6761610000e5eb3f3fa33960346d34155cc631,https://i.scdn.co/image/ab67616d0000b2735eccbd7a67763d28a70ae92c,50,medium_term
0,Washing Machine Heart,Be the Cowboy,Mitski,2018,"Washing Machine Heart
Mitski
Be the Cowboy
2018",brooklyn indie,0.567,0.613,128199,1,https://open.spotify.com/track/3jjsRKEsF42ccXf8kWR3nu,https://i.scdn.co/image/ab6761610000e5ebafb309e27fdb45e093958f9c,https://i.scdn.co/image/ab67616d0000b273c428f67b4a9b7e1114dfc117,1,short_term
1,Me and My Husband,Be the Cowboy,Mitski,2018,"Me and My Husband
Mitski
Be the Cowboy
2018",brooklyn indie,0.77,0.497,137142,1,https://open.spotify.com/track/3pANfZVFdtuVnJsE6xa5Ox,https://i.scdn.co/image/ab6761610000e5ebafb309e27fdb45e093958f9c,https://i.scdn.co/image/ab67616d0000b273c428f67b4a9b7e1114dfc117,2,short_term
2,Deus Cuida de Mim,Deus Cuida de Mim,Caetano Veloso,2022,"Deus Cuida de Mim
Caetano Veloso
Deus Cuida de Mim
2022",bossa nova,0.42,0.67,224486,1,https://open.spotify.com/track/1oA2BvYw6lWg4MxM4ALmyG,https://i.scdn.co/image/ab6761610000e5ebe98de50f36cf1aa4bf047757,https://i.scdn.co/image/ab67616d0000b273ae0f9afe001a868d92c80786,3,short_term
3,Nobody,Be the Cowboy,Mitski,2018,"Nobody
Mitski
Be the Cowboy
2018",brooklyn indie,0.487,0.398,193429,1,https://open.spotify.com/track/2P5yIMu2DNeMXTyOANKS6k,https://i.scdn.co/image/ab6761610000e5ebafb309e27fdb45e093958f9c,https://i.scdn.co/image/ab67616d0000b273c428f67b4a9b7e1114dfc117,4,short_term
4,Playing God,Brand New Eyes,Paramore,2009,"Playing God
Paramore
Brand New Eyes
2009",candy pop,0.626,0.583,182800,0,https://open.spotify.com/track/7hInOqJnlEayXao08yVYAn,https://i.scdn.co/image/ab6761610000e5ebb10c34546a4ca2d7faeb8865,https://i.scdn.co/image/ab67616d0000b273e01d7d558032457b0e4883f6,5,short_term
5,Leão,Zodíaco,Xamã,2020,"Leão
Xamã
Zodíaco
2020",brazilian hip hop,0.284,0.685,195692,1,https://open.spotify.com/track/2J1ypgIAzXp75ekOrTtYkC,https://i.scdn.co/image/ab6761610000e5eb65753eefaef7b319fd102bfb,https://i.scdn.co/image/ab67616d0000b2731ad875ebbdd67f6bb50514b5,6,short_term
6,A Pearl,Be the Cowboy,Mitski,2018,"A Pearl
Mitski
Be the Cowboy
2018",brooklyn indie,0.221,0.295,156146,1,https://open.spotify.com/track/7fd3aMiuwHWKsTdZafjOfZ,https://i.scdn.co/image/ab6761610000e5ebafb309e27fdb45e093958f9c,https://i.scdn.co/image/ab67616d0000b273c428f67b4a9b7e1114dfc117,7,short_term
7,Oya,Ainda Bem Que Eu Segui as Batidas do Meu Coração,Rael,2013,"Oya
Rael
Ainda Bem Que Eu Segui as Batidas do Meu Coração
2013",brazilian hip hop,0.707,0.663,283187,0,https://open.spotify.com/track/06onNxNKU1axuJwSMoVq3F,https://i.scdn.co/image/ab6761610000e5eb07ad487b4793d8c7929f8289,https://i.scdn.co/image/ab67616d0000b27307749f95d6bae48415715351,8,short_term
8,Francis Forever,Bury Me At Makeout Creek,Mitski,2014,"Francis Forever
Mitski
Bury Me At Makeout Creek
2014",brooklyn indie,0.32,0.535,149680,1,https://open.spotify.com/track/5411TEB6tlzvuF5A4oyldr,https://i.scdn.co/image/ab6761610000e5ebafb309e27fdb45e093958f9c,https://i.scdn.co/image/ab67616d0000b273e90db8983ebd43b776694179,9,short_term
9,Still into You,Paramore,Paramore,2013,"Still into You
Paramore
Paramore
2013",candy pop,0.765,0.602,216013,1,https://open.spotify.com/track/1yjY7rpaAQvKwpdUliHx0d,https://i.scdn.co/image/ab6761610000e5ebb10c34546a4ca2d7faeb8865,https://i.scdn.co/image/ab67616d0000b273532033d0d90736f661c13d35,10,short_term
10,First Love / Late Spring,Bury Me At Makeout Creek,Mitski,2014,"First Love / Late Spring
Mitski
Bury Me At Makeout Creek
2014",brooklyn indie,0.102,0.445,278640,1,https://open.spotify.com/track/3sslYZcFKtUvIEWN9lADgr,https://i.scdn.co/image/ab6761610000e5ebafb309e27fdb45e093958f9c,https://i.scdn.co/image/ab67616d0000b273e90db8983ebd43b776694179,11,short_term
11,A Nível De...,Comissão De Frente,João Bosco,1982,"A Nível De...
João Bosco
Comissão De Frente
1982",bossa nova,0.741,0.632,220067,0,https://open.spotify.com/track/6XqBNBCqLypx0rubKLtkcC,https://i.scdn.co/image/ab6761610000e5ebe700714015500c6eb76fc63d,https://i.scdn.co/image/ab67616d0000b273062b05b99456b8a1166a3282,12,short_term
12,Fantasmas,Gado,Froid,2022,"Fantasmas
Froid
Gado
2022",brazilian hip hop,0.675,0.717,259712,0,https://open.spotify.com/track/71jsF4OHVO3PgAHrD2d9u5,https://i.scdn.co/image/ab6761610000e5eb45efb48b28392466e35f1056,https://i.scdn.co/image/ab67616d0000b273c9bcc09953df807a5c4303c3,13,short_term
13,melhor sozinha :-)-:,melhor sozinha :-)-:,Luísa Sonza,2021,"melhor sozinha :-)-:
Luísa Sonza
melhor sozinha :-)-:
2021",funk carioca,0.299,0.65,227216,0,https://open.spotify.com/track/0gpZ8zy9OAE98nNBVIxWvi,https://i.scdn.co/image/ab6761610000e5eb0868e40af63067661b9d9e2f,https://i.scdn.co/image/ab67616d0000b2733bf35d9543186a44cf6c5c7a,14,short_term
14,Lust For Life (with The Weeknd),Lust For Life,Lana Del Rey,2017,"Lust For Life (with The Weeknd)
Lana Del Rey
Lust For Life
2017",art pop,0.262,0.504,264066,0,https://open.spotify.com/track/0mt02gJ425Xjm7c3jYkOBn,https://i.scdn.co/image/ab6761610000e5ebc5903678d3db18e271e42be0,https://i.scdn.co/image/ab67616d0000b27395e2fd1accb339fa14878190,15,short_term
15,Coisas Dentro das Coisas,Pausa,5 a Seco,2019,"Coisas Dentro das Coisas
5 a Seco
Pausa
2019",nova mpb,0.486,0.391,180947,0,https://open.spotify.com/track/3Bnvv3wAKD7qftV4uHA8GG,https://i.scdn.co/image/ab6761610000e5ebf67c8f80d23604eb1eaa4b96,https://i.scdn.co/image/ab67616d0000b27306946ccfedf0408d1d282c10,16,short_term
16,enquanto recomeça,Roteiro pra Aïnouz (Vol. 2),Don L,2021,"enquanto recomeça
Don L
Roteiro pra Aïnouz (Vol. 2)
2021",brazilian hip hop,0.214,0.686,187504,0,https://open.spotify.com/track/0udrtBC4E19RBX33bdQPLo,https://i.scdn.co/image/ab6761610000e5ebfd2973d1223ebefb570f32f4,https://i.scdn.co/image/ab67616d0000b2730052784c6ce6f843c97fb724,17,short_term
17,Manga,Manga,Mayra Andrade,2019,"Manga
Mayra Andrade
Manga
2019",afropop,0.533,0.718,170413,1,https://open.spotify.com/track/1Iod4fjYd6TTXw9DI6nHpB,https://i.scdn.co/image/ab6761610000e5eb1363702b40ba564dbf5d73f1,https://i.scdn.co/image/ab67616d0000b273c713da96e0d91dfb91b017b7,18,short_term
18,Continuação de um sonho,ICARUS,BK,2022,"Continuação de um sonho
BK
ICARUS
2022",brazilian hip hop,0.377,0.697,205691,1,https://open.spotify.com/track/1L1yQkU69NiYAC2oFqft90,https://i.scdn.co/image/ab6761610000e5eb8d9d1f5920652fc8c6d359a7,https://i.scdn.co/image/ab67616d0000b2737b2dba12da4b7f8e18cba810,19,short_term
19,I Bet on Losing Dogs,Puberty 2,Mitski,2016,"I Bet on Losing Dogs
Mitski
Puberty 2
2016",brooklyn indie,0.412,0.398,170240,1,https://open.spotify.com/track/2Co0IjcLTSHMtodwD4gzfg,https://i.scdn.co/image/ab6761610000e5ebafb309e27fdb45e093958f9c,https://i.scdn.co/image/ab67616d0000b27329eb9ad9b9af34bbb54eb053,20,short_term
20,Love Proceeding,Talk Memory,BADBADNOTGOOD,2021,"Love Proceeding
BADBADNOTGOOD
Talk Memory
2021",alternative hip hop,0.584,0.318,325829,0,https://open.spotify.com/track/5F8XPD481L6K2s8h02Vxuo,https://i.scdn.co/image/ab6761610000e5eb61d28b161209f1ee239fdafa,https://i.scdn.co/image/ab67616d0000b2738953ebcbd40186343ae9be8b,21,short_term
21,Afeto,Manga,Mayra Andrade,2019,"Afeto
Mayra Andrade
Manga
2019",afropop,0.875,0.83,264413,0,https://open.spotify.com/track/6Y9ajxGefBUK9pMbT0C8gv,https://i.scdn.co/image/ab6761610000e5eb1363702b40ba564dbf5d73f1,https://i.scdn.co/image/ab67616d0000b273c713da96e0d91dfb91b017b7,22,short_term
22,Estar Com Você,Essa É a Nossa Música,Ponto De Equilíbrio,2016,"Estar Com Você
Ponto De Equilíbrio
Essa É a Nossa Música
2016",brazilian hip hop,0.716,0.678,232771,0,https://open.spotify.com/track/7vr4COpQ4Q8TnVDHBzdG8i,https://i.scdn.co/image/ab6761610000e5eb346cd74e3a12f49529384300,https://i.scdn.co/image/ab67616d0000b2739de411641dc37eac2bf6d191,23,short_term
23,Não Quero Vingança - Spotify Singles,Não Quero Vingança - Spotify Singles,Emicida,2022,"Não Quero Vingança - Spotify Singles
Emicida
Não Quero Vingança - Spotify Singles
2022",afrofuturismo brasileiro,0.683,0.658,176920,1,https://open.spotify.com/track/4B4yZrE4D1ZTJF9c70wOMz,https://i.scdn.co/image/ab6761610000e5eb908b4b4bc90e1518b68b4068,https://i.scdn.co/image/ab67616d0000b27301187b1323371fdabf7a8915,24,short_term
24,She's Gone,Kaya,Bob Marley & The Wailers,1978,"She's Gone
Bob Marley & The Wailers
Kaya
1978",reggae,0.607,0.583,145773,0,https://open.spotify.com/track/6MFWhzNSsLdW3WtsuBZsOg,https://i.scdn.co/image/b5aae2067db80f694a980e596e7f49618c1206c9,https://i.scdn.co/image/ab67616d0000b273387799441ba867649dfbb702,25,short_term
25,Espelhos D'Água,Meus Momentos,Dalto,1996,"Espelhos D'Água
Dalto
Meus Momentos
1996",mpb,0.526,0.617,175800,0,https://open.spotify.com/track/2nPjqjeE2NnjPr1rkoi4kK,https://i.scdn.co/image/ab67616d0000b27365a3af841dcec7a074cea799,https://i.scdn.co/image/ab67616d0000b27386aec4e76eb8d7adf992b9f1,26,short_term
26,Guia de um Amor Cego,Fim das Tentativas,Rico Dalasam,2022,"Guia de um Amor Cego
Rico Dalasam
Fim das Tentativas
2022",funk carioca,0.176,0.45,178333,0,https://open.spotify.com/track/4Xo05O1m4cTUzz6EuZtNXQ,https://i.scdn.co/image/ab6761610000e5eb1c158f22fb79ffd6a891fb18,https://i.scdn.co/image/ab67616d0000b2739f5c0117caef564df083a679,27,short_term
27,Happier Than Ever,Happier Than Ever,ASTN,2021,"Happier Than Ever
ASTN
Happier Than Ever
2021",bedroom soul,0.266,0.667,109326,0,https://open.spotify.com/track/7es56D0QedGMsK39wl2yFX,https://i.scdn.co/image/ab6761610000e5eb14dd8ae42a0bc5e8a591a15f,https://i.scdn.co/image/ab67616d0000b273698c11528e14ba96af68f973,28,short_term
28,Graveto - Ao Vivo,"Pagode Do Pericão II, Pt. 2 (Ao Vivo)",Péricles,2022,"Graveto - Ao Vivo
Péricles
Pagode Do Pericão II, Pt. 2 (Ao Vivo)
2022",pagode,0.531,0.55,168166,1,https://open.spotify.com/track/7AZPao1jegnylQcnDfNBxl,https://i.scdn.co/image/ab6761610000e5eb954f97eb8ee21ca812df09af,https://i.scdn.co/image/ab67616d0000b273141a6a520b196069616fc596,29,short_term
29,Estar Com Você - Ao Vivo,Juntos Somos Fortes (Ao Vivo),Ponto De Equilíbrio,2013,"Estar Com Você - Ao Vivo
Ponto De Equilíbrio
Juntos Somos Fortes (Ao Vivo)
2013",brazilian hip hop,0.672,0.81,257267,0,https://open.spotify.com/track/0CjxAXmWH4xvBD8lDoVYjE,https://i.scdn.co/image/ab6761610000e5eb346cd74e3a12f49529384300,https://i.scdn.co/image/ab67616d0000b2736a9593fc1e5a4485f9e99a9e,30,short_term
30,O TEMPO É SUA MORADA :: celebrar,RASGACABEZA,"Francisco, el Hombre",2019,"O TEMPO É SUA MORADA :: celebrar
Francisco, el Hombre
RASGACABEZA
2019",brazilian rock,0.458,0.562,229933,0,https://open.spotify.com/track/1IF1IpJ8SnBDgHO5Nig0pD,https://i.scdn.co/image/ab6761610000e5eb08accadfe2d0715311a1da73,https://i.scdn.co/image/ab67616d0000b2731ec055fe384da59913676594,31,short_term
31,Late Night Talking,Harry's House,Harry Styles,2022,"Late Night Talking
Harry Styles
Harry's House
2022",pop,0.901,0.714,177955,1,https://open.spotify.com/track/1qEmFfgcLObUfQm0j1W2CK,https://i.scdn.co/image/ab6761610000e5ebf7db7c8ede90a019c54590bb,https://i.scdn.co/image/ab67616d0000b2732e8ed79e177ff6011076f5f0,32,short_term
32,As Coisas Tão Mais Lindas,Com Você ... Meu Mundo Ficaria Completo,Cássia Eller,1999,"As Coisas Tão Mais Lindas
Cássia Eller
Com Você ... Meu Mundo Ficaria Completo
1999",brazilian rock,0.469,0.506,219159,1,https://open.spotify.com/track/1uj3lytRg3W1CskYIrIsqp,https://i.scdn.co/image/ab6761610000e5eb173e5ef74a4a36decb5dc213,https://i.scdn.co/image/ab67616d0000b273b503cb2355164fd622cd30a2,33,short_term
33,Só me ligar,ICARUS,BK,2022,"Só me ligar
BK
ICARUS
2022",brazilian hip hop,0.561,0.809,193697,0,https://open.spotify.com/track/31ySVMbs7U8LOuy7w4McR9,https://i.scdn.co/image/ab6761610000e5eb8d9d1f5920652fc8c6d359a7,https://i.scdn.co/image/ab67616d0000b2737b2dba12da4b7f8e18cba810,34,short_term
34,Should've Been Me,Laurel Hell,Mitski,2022,"Should've Been Me
Mitski
Laurel Hell
2022",brooklyn indie,0.569,0.51,191775,0,https://open.spotify.com/track/5FQ9NDyx3KZXhovWWq4Gxo,https://i.scdn.co/image/ab6761610000e5ebafb309e27fdb45e093958f9c,https://i.scdn.co/image/ab67616d0000b273d8041a531487d0e0e4cfb41f,35,short_term
35,Foto armado,ICARUS,BK,2022,"Foto armado
BK
ICARUS
2022",brazilian hip hop,0.391,0.697,144543,1,https://open.spotify.com/track/6B9jl8ZF7qlrfioQOULLRF,https://i.scdn.co/image/ab6761610000e5eb8d9d1f5920652fc8c6d359a7,https://i.scdn.co/image/ab67616d0000b2737b2dba12da4b7f8e18cba810,36,short_term
36,Hoje Eu Quero Me Perder,Hoje Eu Quero Me Perder,Lagum,2020,"Hoje Eu Quero Me Perder
Lagum
Hoje Eu Quero Me Perder
2020",belo horizonte indie,0.662,0.804,173077,0,https://open.spotify.com/track/6ZUArSVO6hPj6e27tD3OyT,https://i.scdn.co/image/ab6761610000e5eb3e88d7bb247be86ce78edb77,https://i.scdn.co/image/ab67616d0000b273efa0bfcbd37289efee7ca086,37,short_term
37,Go To Town,Amala,Doja Cat,2018,"Go To Town
Doja Cat
Amala
2018",dance pop,0.7,0.71,217813,1,https://open.spotify.com/track/6iOvnACn4ChlAw4lWUU4dd,https://i.scdn.co/image/ab6761610000e5eb727a2ac15afe659be999beba,https://i.scdn.co/image/ab67616d0000b273c42f6b7b41537a5fae06840a,38,short_term
38,O que é o amor?,Bom Mesmo é Estar Debaixo D'Água Deluxe,Luedji Luna,2022,"O que é o amor?
Luedji Luna
Bom Mesmo é Estar Debaixo D'Água Deluxe
2022",afrofuturismo brasileiro,0.449,0.328,131294,0,https://open.spotify.com/track/72Z9qAuAu9kJ5wB9tq33Pe,https://i.scdn.co/image/ab6761610000e5ebd3f8504b5d87acb06be96330,https://i.scdn.co/image/ab67616d0000b2732ae2cf67a641f0c1b42eac96,39,short_term
39,Sou Ronaldo,Sou Ronaldo,Marcelo D2,2006,"Sou Ronaldo
Marcelo D2
Sou Ronaldo
2006",boom bap brasileiro,0.627,0.751,215600,0,https://open.spotify.com/track/7vQLaAneGCaz53U9rC44Wd,https://i.scdn.co/image/ab6761610000e5eb61d293f83494e0b0df152124,https://i.scdn.co/image/ab67616d0000b273fd04a86fd7a222ffad2dff89,40,short_term
40,I Want You,"Retired from Sad, New Career in Business",Mitski,2013,"I Want You
Mitski
Retired from Sad, New Career in Business
2013",brooklyn indie,0.0655,0.339,183792,1,https://open.spotify.com/track/7FHj19QQigvMH1onMYRNLn,https://i.scdn.co/image/ab6761610000e5ebafb309e27fdb45e093958f9c,https://i.scdn.co/image/ab67616d0000b27334b5e51adeea6f1aa2285ce3,41,short_term
41,Pele,Bom Mesmo é Estar Debaixo D'Água Deluxe,Luedji Luna,2022,"Pele
Luedji Luna
Bom Mesmo é Estar Debaixo D'Água Deluxe
2022",afrofuturismo brasileiro,0.386,0.662,209383,0,https://open.spotify.com/track/0PtF5b2htPW0SQ53ouE6VP,https://i.scdn.co/image/ab6761610000e5ebd3f8504b5d87acb06be96330,https://i.scdn.co/image/ab67616d0000b2732ae2cf67a641f0c1b42eac96,42,short_term
42,Licença Aqui,Doozicabraba e a Revolução Silenciosa,Emicida,2011,"Licença Aqui
Emicida
Doozicabraba e a Revolução Silenciosa
2011",afrofuturismo brasileiro,0.64,0.562,226440,1,https://open.spotify.com/track/3YEu2zvGsP1j30P7MdM8Uk,https://i.scdn.co/image/ab6761610000e5eb908b4b4bc90e1518b68b4068,https://i.scdn.co/image/ab67616d0000b27319f2f5dfee3023fb8630c08e,43,short_term
43,Bielzinho / Bielzinho,<atrás/além>,O Terno,2019,"Bielzinho / Bielzinho
O Terno
<atrás/além>
2019",brazilian indie,0.524,0.584,227093,1,https://open.spotify.com/track/4BJZ7peGeJMaEDStS65Mol,https://i.scdn.co/image/ab6761610000e5eb38fb1dfbcae1006ba225b4c3,https://i.scdn.co/image/ab67616d0000b273c32340c5ed875c13a0a7173a,44,short_term
44,Brooklyn Baby,Ultraviolence (Deluxe),Lana Del Rey,2014,"Brooklyn Baby
Lana Del Rey
Ultraviolence (Deluxe)
2014",art pop,0.0949,0.404,351640,1,https://open.spotify.com/track/1NZs6n6hl8UuMaX0UC0YTz,https://i.scdn.co/image/ab6761610000e5ebc5903678d3db18e271e42be0,https://i.scdn.co/image/ab67616d0000b2731624590458126fc8b8c64c2f,45,short_term
45,"Thunderclouds (feat. Sia, Diplo, and Labrinth)","LABRINTH, SIA & DIPLO PRESENT... LSD",Sia,2019,"Thunderclouds (feat. Sia, Diplo, and Labrinth)
Sia
LABRINTH, SIA & DIPLO PRESENT... LSD
2019",australian dance,0.489,0.69,187027,1,https://open.spotify.com/track/4lJNen4SMTIJMahALc3DcB,https://i.scdn.co/image/ab6761610000e5ebe8637c96a7aa2917eae3c54d,https://i.scdn.co/image/ab67616d0000b2733f159ae07dd556323f39f47b,46,short_term
46,Liquid Smooth,Lush,Mitski,2012,"Liquid Smooth
Mitski
Lush
2012",brooklyn indie,0.124,0.424,169773,0,https://open.spotify.com/track/3XCveEutwTaDiekRkkfdp9,https://i.scdn.co/image/ab6761610000e5ebafb309e27fdb45e093958f9c,https://i.scdn.co/image/ab67616d0000b27318bbdba0da26e4ae050fb1b8,47,short_term
47,No Stress,ZAM ZAM,Lamparina,2021,"No Stress
Lamparina
ZAM ZAM
2021",nova mpb,0.545,0.808,212433,0,https://open.spotify.com/track/2fIdSo9QPKWtlc29d9L0u3,https://i.scdn.co/image/ab6761610000e5ebac984131a4d86ea159fe6212,https://i.scdn.co/image/ab67616d0000b273286cd09815629e7be8df40c7,48,short_term
48,Chegamos Ao Fim - Ao Vivo,Mtv Ao Vivo Arlindo Cruz - Vol. 2,Arlindo Cruz,2009,"Chegamos Ao Fim - Ao Vivo
Arlindo Cruz
Mtv Ao Vivo Arlindo Cruz - Vol. 2
2009",pagode,0.804,0.507,200093,1,https://open.spotify.com/track/0rUFpKZFlF6bCv1P4pfzxp,https://i.scdn.co/image/ab6761610000e5eb181873f93056642d7b340839,https://i.scdn.co/image/ab67616d0000b27301f256c71c4d63e0f5bc75e7,49,short_term
49,Brick by Boring Brick,Brand New Eyes,Paramore,2009,"Brick by Boring Brick
Paramore
Brand New Eyes
2009",candy pop,0.5,0.436,253947,1,https://open.spotify.com/track/1a9YW7fATU351ok4zWjU7a,https://i.scdn.co/image/ab6761610000e5ebb10c34546a4ca2d7faeb8865,https://i.scdn.co/image/ab67616d0000b273e01d7d558032457b0e4883f6,50,short_term
